gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,SL.cellline,SL.pubmed_id,SL.source,SL.statistic_score
FANCI,55215,PTPRN2,5799,null,29959327,ISLE,0.3
FANCI,55215,DTL,51514,null,25171417,computer analysis,0.3
TAOK1,57551,WDTC1,23038,null,25171417,computer analysis,0.3
TAOK1,57551,SF1,7536,null,25171417,computer analysis,0.3
TAOK1,57551,KRAS,3845,null,19490893,Text Mining,0.6
TAOK1,57551,BRF1,2972,null,25171417,computer analysis,0.3
TAOK1,57551,PDE4C,5143,null,25171417,computer analysis,0.3
TAOK1,57551,USP36,57602,null,25171417,Daisy,0.2
TAOK1,57551,TWIST1,7291,null,29959327,ISLE,0.3
TAOK1,57551,USF2,7392,null,25171417,computer analysis,0.3
CHD9,80205,TONSL,4796,null,29959327,ISLE,0.3
CHD9,80205,TWIST1,7291,null,29959327,ISLE,0.3
CHD9,80205,SCRIB,23513,null,29959327,ISLE,0.3
IDI1,3422,INSIG1,3638,null,25171417,computer analysis,0.3
CDK4,1019,MT1X,4501,null,3965078,Decipher,0.5479999999999999
CDK4,1019,CDK9,1025,null,31300006,CRISPR/CRISPRi,0.33
CDK4,1019,POLD1,5424,null,3965078,Decipher,0.542
CDK4,1019,NHP2,55651,null,3965078,Decipher,0.542
CDK4,1019,RAD9A,5883,null,3965078,Decipher,0.5479999999999999
CDK4,1019,UNG,7374,null,3965078,Decipher,0.542
CDK4,1019,CETN2,1069,null,3965078,Decipher,0.536
CDK4,1019,RPL13A,23521,null,3965078,Decipher,0.464
CDK4,1019,RELA,5970,null,3965078,Decipher,0.542
CDK4,1019,PMS2,5395,null,3965078,Decipher,0.557
CDK4,1019,HDAC1,3065,null,28319113,CRISPR screen,0.65
CDK4,1019,EGFR,1956,null,3965078,Decipher,0.545
CDK4,1019,SESN2,83667,null,3965078,Decipher,0.551
CDK4,1019,RAD51,5888,null,3965078,Decipher,0.509
CDK4,1019,POLR2A,5430,null,3965078,Decipher,0.512
CDK4,1019,TNFRSF10B,8795,null,3965078,Decipher,0.545
CDK4,1019,PPM1D,8493,null,3965078,Decipher,0.5539999999999999
CDK4,1019,MAPK12,6300,null,3965078,Decipher,0.536
CDK4,1019,IGF1,3479,null,3965078,Decipher,0.527
CDK4,1019,USP1,7398,null,3965078,Decipher,0.5479999999999999
CDK4,1019,CDK6,1021,null,3965078;20609353,Decipher;Text Mining,0.6175
CDK4,1019,ERCC1,2067,null,3965078,Decipher,0.5479999999999999
CDK4,1019,XRCC2,7516,null,3965078,Decipher,0.56
CDK4,1019,PRKDC,5591,null,28319113,CRISPR screen,0.65
CDK4,1019,WRAP53,55135,null,3965078,Decipher,0.5479999999999999
CDK4,1019,GTF2H1,2965,null,3965078,Decipher,0.5329999999999999
CDK4,1019,H2AC8,3012,null,3965078,Decipher,0.5479999999999999
CDK4,1019,POLD4,57804,null,3965078,Decipher,0.545
CDK4,1019,H4C1,8359,null,3965078,Decipher,0.557
CDK4,1019,POLM,27434,null,3965078,Decipher,0.536
CDK4,1019,RRM1,6240,null,3965078,Decipher,0.521
CDK4,1019,RAD23B,5887,null,3965078,Decipher,0.542
CDK4,1019,TOP1,7150,null,28319113,CRISPR screen,0.65
CDK4,1019,PIK3CA,5290,null,26174628,Text Mining,0.56
CDK4,1019,ERBB2,2064,null,28319113,CRISPR screen,0.65
CDK4,1019,SSBP1,6742,null,3965078,Decipher,0.512
CDK4,1019,MDM2,4193,null,3965078,Decipher,0.527
CDK4,1019,POLE,5426,null,3965078,Decipher,0.524
CDK4,1019,ZBTB32,27033,null,3965078,Decipher,0.5479999999999999
CDK4,1019,TARBP2,6895,null,25171417,Daisy,0.2
CDK4,1019,IGFBP3,3486,null,3965078,Decipher,0.557
CDK4,1019,KRAS,3845,null,26114963,textmining,0.2
CDK4,1019,MTOR,2475,null,3965078,Decipher,0.557
CDK4,1019,PARP1,142,null,3965078;23792647,Decipher;Text Mining,0.6355
CDK4,1019,DNTT,1791,null,3965078,Decipher,0.545
CDK4,1019,VHL,7428,null,28319113,CRISPR screen,0.65
CDK4,1019,PARP2,10038,null,3965078,Decipher,0.5539999999999999
CDK4,1019,RBX1,9978,null,3965078,Decipher,0.557
CDK4,1019,CHEK2,11200,null,28319113,CRISPR screen,0.65
CDK4,1019,TP53,7157,null,23728082,computer analysis,0.3
CDK4,1019,KDR,3791,null,3965078,Decipher,0.551
VIPR1,7433,MARVELD2,153562,null,25171417,computer analysis,0.3
RAB18,22931,PTAR1,375743,null,26472760,Text Mining,0.6
RAB18,22931,RAB1B,81876,null,26472760,Text Mining,0.6
RAB18,22931,EIPR1,7260,null,26472760,Text Mining,0.6
RAB18,22931,RAB1A,5861,null,26472760,Text Mining,0.6
MBNL1,4154,NAE1,8883,null,23100467,GenomeRNAi,0.629
MBNL1,4154,BRCA1,672,null,26427375,computer analysis,0.3
ACAP1,9744,DEF6,50619,null,25171417,Daisy,0.16699999999999998
ACAP1,9744,SEMA4A,64218,null,25171417,computer analysis,0.3
ACAP1,9744,MAP4K1,11184,null,25171417,computer analysis,0.3
ACAP1,9744,GIMAP1,170575,null,25171417,computer analysis,0.3
ACAP1,9744,DEFA6,1671,null,25171417,computer analysis,0.3
ASB7,140460,NRAS,4893,null,19490893,GenomeRNAi,0.449
ASB7,140460,HRAS,3265,null,19490893,GenomeRNAi,0.449
ASB7,140460,KRAS,3845,null,19490893,GenomeRNAi,0.449
PUM2,23369,ZBTB6,10773,null,25171417,computer analysis,0.3
BMPR1A,657,KRAS,3845,null,19490893,GenomeRNAi,0.515
BMPR1A,657,HRAS,3265,null,19490893,GenomeRNAi,0.515
BMPR1A,657,NRAS,4893,null,19490893,GenomeRNAi,0.515
BMPR1A,657,MYC,4609,null,22623531,Text Mining,0.4
ZNF511,118472,PTEN,5728,null,26427375,computer analysis,0.3
CPSF2,53981,KRAS,3845,null,19490893,GenomeRNAi,0.455
CPSF2,53981,NRAS,4893,null,19490893,GenomeRNAi,0.455
CPSF2,53981,HRAS,3265,null,19490893,GenomeRNAi,0.455
ANKH,56172,KRAS,3845,null,19490893,GenomeRNAi,0.44
ANKH,56172,NRAS,4893,null,19490893,GenomeRNAi,0.44
ANKH,56172,HRAS,3265,null,19490893,GenomeRNAi,0.44
CTAG2,30848,BRCA1,672,null,26427375,computer analysis,0.3
LDHB,3945,ME1,4199,null,31300006,CRISPR/CRISPRi,0.14
NDUFA3,4696,PRPF31,26121,null,25171417,Daisy,0.2
TMEM186,25880,USP7,7874,null,25171417,Daisy,0.2
ATP7A,538,CYP2C19,1557,null,20609354,GenomeRNAi,0.509
ATP7A,538,SLC22A2,6582,null,20609354,GenomeRNAi,0.509
ATP7A,538,KIT,3815,null,20609354,GenomeRNAi,0.509
ATP7A,538,CYP2C9,1559,null,20609354,GenomeRNAi,0.509
ATP7A,538,ORM1,5004,null,20609354,GenomeRNAi,0.509
ATP7A,538,CYP1A2,1544,null,20609354,GenomeRNAi,0.509
ATP7A,538,PDGFRB,5159,null,20609354,GenomeRNAi,0.509
ATP7A,538,SLC22A1,6580,null,20609354,GenomeRNAi,0.509
ATP7A,538,CHEK2,11200,null,23347679,Text Mining,0.1775
ATP7A,538,CYP2D6,1565,null,20609354,GenomeRNAi,0.509
ATP7A,538,NTRK1,4914,null,20609354,GenomeRNAi,0.509
ATP7A,538,PDGFRA,5156,null,20609354,GenomeRNAi,0.509
ATP7A,538,CYP3A7,1551,null,20609354,GenomeRNAi,0.509
ATP7A,538,KAT8,84148,null,23347679,Text Mining,0.1775
ATP7A,538,DDR1,780,null,20609354,GenomeRNAi,0.509
ATP7A,538,PTGS1,5742,null,20609354,GenomeRNAi,0.509
ATP7A,538,CSF1R,1436,null,20609354,GenomeRNAi,0.509
ATP7A,538,CYP3A4,1576,null,20609354,GenomeRNAi,0.509
ATP7A,538,RET,5979,null,20609354,GenomeRNAi,0.509
ATP7A,538,BCR,613,null,20609354,GenomeRNAi,0.509
ATP7A,538,CYP3A5,1577,null,20609354,GenomeRNAi,0.509
SCN2B,6327,THPO,7066,null,25171417,computer analysis,0.3
EEF1G,1937,PNN,5411,null,31300006,CRISPR/CRISPRi,0.02
EEF1G,1937,TUBGCP3,10426,null,31300006,CRISPR/CRISPRi,0.24
EEF1G,1937,MFAP1,4236,null,31300006,CRISPR/CRISPRi,0.05
EEF1G,1937,NSMCE4A,54780,null,31300006,CRISPR/CRISPRi,0.08
EEF1G,1937,TTC4,7268,null,31300006,CRISPR/CRISPRi,0.19
EEF1G,1937,ROMO1,140823,null,31300006,CRISPR/CRISPRi,0.03
EEF1G,1937,ZNF830,91603,null,31300006,CRISPR/CRISPRi,0.22
EEF1G,1937,WDR61,80349,null,31300006,CRISPR/CRISPRi,0.01
EEF1G,1937,TRMT5,57570,null,31300006,CRISPR/CRISPRi,0.25
EEF1G,1937,EXOSC9,5393,null,31300006,CRISPR/CRISPRi,0.08
EEF1G,1937,VPS72,6944,null,31300006,CRISPR/CRISPRi,0.11
EEF1G,1937,NUP85,79902,null,31300006,CRISPR/CRISPRi,0.04
EEF1G,1937,YTHDC1,91746,null,31300006,CRISPR/CRISPRi,0.02
EEF1G,1937,GTF3C3,9330,null,31300006,CRISPR/CRISPRi,0.24
EEF1G,1937,RTF1,23168,null,31300006,CRISPR/CRISPRi,0.11
EEF1G,1937,ZWINT,11130,null,31300006,CRISPR/CRISPRi,0.03
EEF1G,1937,POLR2K,5440,null,31300006,CRISPR/CRISPRi,0.22
WARS2,10352,ZWINT,11130,null,31300006,CRISPR/CRISPRi,0.08
WARS2,10352,ZNF830,91603,null,31300006,CRISPR/CRISPRi,0.03
FBLN1,2192,INTS8,55656,null,29959327,ISLE,0.3
DAZ3,57054,NAE1,8883,null,23100467,GenomeRNAi,0.638
FKBP11,51303,PTGS1,5742,null,20609354,GenomeRNAi,0.506
FKBP11,51303,KIT,3815,null,20609354,GenomeRNAi,0.506
FKBP11,51303,PDGFRA,5156,null,20609354,GenomeRNAi,0.506
FKBP11,51303,SLC22A2,6582,null,20609354,GenomeRNAi,0.506
FKBP11,51303,ORM1,5004,null,20609354,GenomeRNAi,0.506
FKBP11,51303,RET,5979,null,20609354,GenomeRNAi,0.506
FKBP11,51303,NTRK1,4914,null,20609354,GenomeRNAi,0.506
FKBP11,51303,SLC22A1,6580,null,20609354,GenomeRNAi,0.506
FKBP11,51303,PDGFRB,5159,null,20609354,GenomeRNAi,0.506
RHOG,391,TAF10,6881,null,25171417,Daisy,0.2
RPLP1,6176,SSBP1,6742,null,31300006,CRISPR/CRISPRi,0.23
RPLP1,6176,SNRPD3,6634,null,31300006,CRISPR/CRISPRi,0.17
RPLP1,6176,TAF2,6873,null,31300006,CRISPR/CRISPRi,0.16
RPLP1,6176,VPS29,51699,null,31300006,CRISPR/CRISPRi,0.28
RPLP1,6176,TTC4,7268,null,31300006,CRISPR/CRISPRi,0.03
RPLP1,6176,TUBGCP3,10426,null,31300006,CRISPR/CRISPRi,0.01
WDR7,23335,PHF21A,51317,null,25171417,computer analysis,0.3
STRBP,55342,YEATS4,8089,null,25171417,computer analysis,0.3
STRBP,55342,ZNF273,10793,null,25171417,computer analysis,0.3
STRBP,55342,MDM4,4194,null,25171417,computer analysis,0.3
STRBP,55342,EPB41,2035,null,25171417,computer analysis,0.3
STRBP,55342,ZNF138,7697,null,25171417,computer analysis,0.3
STRBP,55342,LUC7L2,51631,null,25171417,computer analysis,0.3
STRBP,55342,ZNF92,168374,null,25171417,computer analysis,0.3
TACR1,6869,TMEM212,389177,null,25171417,Daisy,0.2
TACR1,6869,RAPSN,5913,null,25171417,computer analysis,0.3
TACR1,6869,GPR68,8111,null,25171417,computer analysis,0.3
MYO1B,4430,LRCH4,4034,null,29959327,ISLE,0.3
MYO1B,4430,RND3,390,null,25171417,Daisy,0.2
ANXA2P2,304,PERP,64065,null,25171417,computer analysis,0.3
ANXA2P2,304,PLCD3,113026,null,25171417,computer analysis,0.3
ANXA2P2,304,TGM2,7052,null,25171417,computer analysis,0.3
EIF2S1,1965,NAE1,8883,null,23100467,GenomeRNAi,0.611
PBRM1,55193,TOP1,7150,null,28319113,CRISPR screen,0.65
PBRM1,55193,VHL,7428,null,28319113,CRISPR screen,0.65
PBRM1,55193,UBR5,51366,null,27438146,computer analysis,0.3
PBRM1,55193,PTEN,5728,null,31300006,CRISPR/CRISPRi,0.2
HCN3,57657,NRAS,4893,null,19490893,GenomeRNAi,0.506
HCN3,57657,HRAS,3265,null,19490893,GenomeRNAi,0.506
HCN3,57657,KRAS,3845,null,19490893,GenomeRNAi,0.506
COPB2,9276,SENP2,59343,null,25171417,Daisy,0.2
COPB2,9276,GFPT1,2673,null,25171417,Daisy,0.2
COPB2,9276,BRCA1,672,null,26427375,computer analysis,0.3
COPB2,9276,KRAS,3845,null,28415695,textmining,0.2
LACC1,144811,NRAS,4893,null,19490893,GenomeRNAi,0.461
LACC1,144811,HRAS,3265,null,19490893,GenomeRNAi,0.461
LACC1,144811,KRAS,3845,null,19490893,Text Mining,0.6
DCLRE1A,9937,NAE1,8883,null,23100467,GenomeRNAi,0.644
DCLRE1A,9937,HRAS,3265,null,19490893,GenomeRNAi,0.452
DCLRE1A,9937,NRAS,4893,null,19490893,GenomeRNAi,0.452
DCLRE1A,9937,KRAS,3845,null,19490893,GenomeRNAi,0.452
ZFP37,7539,KRAS,3845,null,19490893,Text Mining,0.6
LRRC37A3,374819,ORM1,5004,null,20609354,GenomeRNAi,0.515
LRRC37A3,374819,RET,5979,null,20609354,GenomeRNAi,0.515
LRRC37A3,374819,PDGFRB,5159,null,20609354,GenomeRNAi,0.515
LRRC37A3,374819,SLC22A2,6582,null,20609354,GenomeRNAi,0.515
LRRC37A3,374819,SLC22A1,6580,null,20609354,GenomeRNAi,0.515
LRRC37A3,374819,PDGFRA,5156,null,20609354,GenomeRNAi,0.515
LRRC37A3,374819,NTRK1,4914,null,20609354,GenomeRNAi,0.515
LRRC37A3,374819,PTGS1,5742,null,20609354,GenomeRNAi,0.515
LRRC37A3,374819,SMARCE1,6605,null,25171417,Daisy,0.2
MLH3,27030,NAE1,8883,null,23100467,GenomeRNAi,0.5
PRPF3,9129,SCNM1,79005,null,25171417,Daisy,0.2
ERAL1,26284,DHX9,1660,null,31340155,SPAGE-finder,0.198875618
DNAJB11,51726,BRCA1,672,null,26427375,computer analysis,0.3
IBSP,3381,KLK2,3817,null,25171417,computer analysis,0.3
ACAT1,38,DDX10,1662,null,25171417,Daisy,0.2
DAD1,1603,NAE1,8883,null,23100467,GenomeRNAi,0.629
DAD1,1603,TMED10,10972,null,25171417,Daisy,0.2
CHCHD3,54927,LAMA2,3908,null,29959327,ISLE,0.3
CHCHD3,54927,FAM20A,54757,null,29959327,ISLE,0.3
CHCHD3,54927,PAXIP1,22976,null,25171417,Daisy,0.2
CHCHD3,54927,NPY4R2,100996758,null,29959327,ISLE,0.3
CHCHD3,54927,TNFAIP8L3,388121,null,29959327,ISLE,0.3
C6orf132,647024,TEAD3,7005,null,25171417,Daisy,0.2
C6orf132,647024,S100A14,57402,null,25171417,Daisy,0.2
TIMELESS,8914,ZBTB39,9880,null,25171417,Daisy,0.2
TIMELESS,8914,TMPO,7112,null,25171417,Daisy,0.2
TIMELESS,8914,TLR5,7100,null,29959327,ISLE,0.3
GPR157,80045,HRAS,3265,null,19490893,GenomeRNAi,0.44
GPR157,80045,KRAS,3845,null,19490893,Text Mining,0.6
GPR157,80045,NRAS,4893,null,19490893,GenomeRNAi,0.44
C8A,731,KRAS,3845,null,19490893,GenomeRNAi,0.44
C8A,731,NRAS,4893,null,19490893,GenomeRNAi,0.44
C8A,731,HRAS,3265,null,19490893,GenomeRNAi,0.44
C8A,731,SPTLC3,55304,null,25171417,computer analysis,0.3
C8A,731,SEMA4F,10505,null,29959327,ISLE,0.3
ELF3,1999,TUFT1,7286,null,25171417,Daisy,0.2
ELF3,1999,S100A11,6282,null,25171417,Daisy,0.2
ELF3,1999,PRSS8,5652,null,25171417,Daisy,0.2
ELF3,1999,MAL2,114569,null,25171417,Daisy,0.2
ELF3,1999,TSTD1,100131187,null,25171417,Daisy,0.2
ELF3,1999,PLEKHA6,22874,null,25171417,Daisy,0.2
MED19,219541,PPFIBP1,8496,null,29959327,ISLE,0.3
MED19,219541,PTX3,5806,null,29959327,ISLE,0.3
MED19,219541,THBD,7056,null,29959327,ISLE,0.3
APTX,54840,NDUFB6,4712,null,25171417,Daisy,0.2
NEDD8,4738,NRAS,4893,null,19490893,GenomeRNAi,0.473
NEDD8,4738,KRAS,3845,null,19490893,Text Mining,0.6
BARD1,580,SNRPA,6626,null,25171417,computer analysis,0.3
BARD1,580,MYC,4609,null,22157079,GenomeRNAi,0.557
BARD1,580,NAE1,8883,null,23100467,GenomeRNAi,0.575
BARD1,580,NCAPH,23397,null,25171417,Daisy,0.2
CCL24,6369,EME1,146956,null,29959327,ISLE,0.3
GSDME,1687,SERPINE1,5054,null,25171417,Daisy,0.2
GSDME,1687,TPST1,8460,null,25171417,Daisy,0.2
TUBGCP3,10426,WDR77,79084,null,31300006,CRISPR/CRISPRi,0.08
TUBGCP3,10426,WDR70,55100,null,31300006,CRISPR/CRISPRi,0.41
TUBGCP3,10426,YTHDC1,91746,null,31300006,CRISPR/CRISPRi,0.16
TUBGCP3,10426,ZNF830,91603,null,31300006,CRISPR/CRISPRi,0.14
TUBGCP3,10426,VPS72,6944,null,31300006,CRISPR/CRISPRi,0.35
TUBGCP3,10426,ZNRD1,30834,null,31300006,CRISPR/CRISPRi,0.2
TUBGCP3,10426,VPS29,51699,null,31300006,CRISPR/CRISPRi,0.11
TUBGCP3,10426,TUBGCP5,114791,null,31300006,CRISPR/CRISPRi,0.17
TUBGCP3,10426,XRN2,22803,null,31300006,CRISPR/CRISPRi,0.49
TUBGCP3,10426,UBA2,10054,null,31300006,CRISPR/CRISPRi,0.22
TUBGCP3,10426,WDR7,23335,null,31300006,CRISPR/CRISPRi,0.24
TUBGCP3,10426,ZNHIT6,54680,null,31300006,CRISPR/CRISPRi,0.14
TUBGCP3,10426,WDR61,80349,null,31300006,CRISPR/CRISPRi,0.17
TUBGCP3,10426,ZWINT,11130,null,31300006,CRISPR/CRISPRi,0.19
RBM39,9584,SLIT2,9353,null,29959327,ISLE,0.3
KIR2DL3,3804,KIR2DL4,3805,null,25171417,Daisy,0.2
CRP,1401,MYC,4609,null,22157079,GenomeRNAi,0.536
CRP,1401,GH2,2689,null,25171417,Daisy,0.2
CRP,1401,PDX1,3651,null,25171417,Daisy,0.16699999999999998
CLIP4,79745,RND3,390,null,25171417,Daisy,0.2
CLIP4,79745,PLAT,5327,null,25171417,computer analysis,0.3
CLIP4,79745,EFNA2,1943,null,29959327,ISLE,0.3
CLIP4,79745,OSMR,9180,null,25171417,Daisy,0.2
PARD6B,84612,SLC16A1,6566,null,29959327,ISLE,0.3
PARD6B,84612,PKP2,5318,null,25171417,Daisy,0.2
RNF144B,255488,TRIP13,9319,null,29959327,ISLE,0.3
MAP4K5,11183,RRM1,6240,null,19519883,GenomeRNAi,0.449
MAP4K5,11183,SLC29A2,3177,null,19519883,GenomeRNAi,0.449
MAP4K5,11183,MNAT1,4331,null,25171417,Daisy,0.2
MAP4K5,11183,SLC28A1,9154,null,19519883,GenomeRNAi,0.449
MAP4K5,11183,TYMS,7298,null,19519883,GenomeRNAi,0.449
MAP4K5,11183,SLC29A1,2030,null,19519883,GenomeRNAi,0.449
PNLIPRP2,5408,PTPN12,5782,null,29959327,ISLE,0.3
POLM,27434,TNFRSF10B,8795,null,3965078,Decipher,0.527
POLM,27434,PPM1D,8493,null,3965078,Decipher,0.5329999999999999
POLM,27434,RPL13A,23521,null,3965078,Decipher,0.53
POLM,27434,KRAS,3845,null,19490893,Text Mining,0.6
POLM,27434,RAD9A,5883,null,3965078,Decipher,0.536
POLM,27434,RAD23B,5887,null,3965078,Decipher,0.542
POLM,27434,WRAP53,55135,null,3965078,Decipher,0.536
POLM,27434,USP1,7398,null,3965078,Decipher,0.512
POLM,27434,ZBTB32,27033,null,3965078,Decipher,0.5479999999999999
POLM,27434,RAD51,5888,null,3965078,Decipher,0.485
POLM,27434,RBX1,9978,null,3965078,Decipher,0.542
POLM,27434,SESN2,83667,null,3965078,Decipher,0.536
POLM,27434,XRCC2,7516,null,3965078,Decipher,0.5539999999999999
POLM,27434,RRM1,6240,null,3965078,Decipher,0.527
POLM,27434,UNG,7374,null,3965078,Decipher,0.5539999999999999
POLM,27434,POLR2A,5430,null,3965078,Decipher,0.5479999999999999
POLM,27434,RELA,5970,null,3965078,Decipher,0.5539999999999999
POLM,27434,SSBP1,6742,null,3965078,Decipher,0.512
MIS18BP1,55320,NAE1,8883,null,23100467,GenomeRNAi,0.575
TCF21,6943,DSPP,1834,null,25171417,computer analysis,0.3
ARF4,378,KRAS,3845,null,19490893,GenomeRNAi,0.44
ARF4,378,LMNA,4000,null,25171417,computer analysis,0.3
ARF4,378,ATP6V1C1,528,null,25171417,computer analysis,0.3
ARF4,378,COPB2,9276,null,25171417,computer analysis,0.3
ARF4,378,NRAS,4893,null,19490893,GenomeRNAi,0.44
ARF4,378,HRAS,3265,null,19490893,GenomeRNAi,0.44
ARF4,378,MCL1,4170,null,25171417,computer analysis,0.3
ARF4,378,RHEB,6009,null,25171417,computer analysis,0.3
ARF4,378,RPP14,11102,null,25171417,Daisy,0.2
EFNA2,1943,LXN,56925,null,29959327,ISLE,0.3
EFNA2,1943,STEAP4,79689,null,29959327,ISLE,0.3
EFNA2,1943,GPR87,53836,null,29959327,ISLE,0.3
ARGFX,503582,BACH1,571,null,29959327,ISLE,0.3
FBXL7,23194,BRCA1,672,null,26427375,computer analysis,0.3
FBXL7,23194,NRAS,4893,null,19490893,GenomeRNAi,0.455
FBXL7,23194,TSG101,7251,null,29959327,ISLE,0.3
FBXL7,23194,PCBP1,5093,null,29959327,ISLE,0.3
FBXL7,23194,KRAS,3845,null,19490893,GenomeRNAi,0.455
FBXL7,23194,HRAS,3265,null,19490893,GenomeRNAi,0.455
PIK3CD,5293,PIK3CG,5294,null,28319085,CRISPR/CRISPRi,0.68
PIK3CD,5293,PRODH,5625,null,28319085,CRISPR/CRISPRi,0.68
PIK3CD,5293,PTPRZ1,5803,null,28319085,CRISPR/CRISPRi,0.68
PIK3CD,5293,SSTR5,6755,null,28319085,CRISPR/CRISPRi,0.68
PIK3CD,5293,PIM2,11040,null,28319085,CRISPR/CRISPRi,0.68
PIK3CD,5293,PTP4A3,11156,null,28319085,CRISPR/CRISPRi,0.68
CPNE5,57699,NRAS,4893,null,19490893,GenomeRNAi,0.443
CPNE5,57699,KRAS,3845,null,19490893,GenomeRNAi,0.443
CPNE5,57699,HRAS,3265,null,19490893,GenomeRNAi,0.443
COPS2,9318,HRAS,3265,null,19490893,GenomeRNAi,0.458
COPS2,9318,PPP2R1A,5518,null,31300006,CRISPR/CRISPRi,0.16
COPS2,9318,TRRAP,8295,null,31300006,CRISPR/CRISPRi,0.2
COPS2,9318,EXOSC9,5393,null,31300006,CRISPR/CRISPRi,0.08
COPS2,9318,NRAS,4893,null,19490893,GenomeRNAi,0.458
COPS2,9318,NDUFA8,4702,null,31300006,CRISPR/CRISPRi,0.36
COPS2,9318,KCTD10,83892,null,31300006,CRISPR/CRISPRi,0.27
COPS2,9318,MED28,80306,null,31300006,CRISPR/CRISPRi,0.12
COPS2,9318,SKA3,221150,null,31300006,CRISPR/CRISPRi,0.55
COPS2,9318,PELO,53918,null,31300006,CRISPR/CRISPRi,0.34
COPS2,9318,TBL1XR1,79718,null,25171417,computer analysis,0.3
COPS2,9318,KRAS,3845,null,19490893,Text Mining,0.6
COPS2,9318,MAPKAP1,79109,null,31300006,CRISPR/CRISPRi,0.23
COPS2,9318,LEO1,123169,null,31300006,CRISPR/CRISPRi,0.19
