gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,SL.cellline,SL.pubmed_id,SL.source,SL.statistic_score
Prosbeta4,34999,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG14658,40603,spn-A,43577,null,19543366,GenomeRNAi,0.5
raptor,31543,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpS8,43532,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rpn2,43449,Pomp,35342,null,22036573,BioGRID,null
Rpn2,43449,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpS27A,34420,spn-A,43577,null,19543366,GenomeRNAi,0.5
Ogg1,31806,spn-A,43577,null,19543366,GenomeRNAi,0.5
dhd,31444,spn-A,43577,null,19543366,GenomeRNAi,0.5
hyd,41181,spn-A,43577,null,19543366,GenomeRNAi,0.75
caup,39440,spn-A,43577,null,19543366,GenomeRNAi,0.5
Axn,43565,Crtc,39970,null,24809668,Text Mining,0.25
Cse1,35016,Vsx2,31469,null,14605208,BioGRID,null
Cse1,35016,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG13894,38086,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG13894,38086,bip2,43793,null,14605208,BioGRID,null
ckn,36673,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG2577,32188,spn-A,43577,null,19543366,GenomeRNAi,0.5
GstE6,37111,spn-A,43577,null,19543366,GenomeRNAi,0.5
RhoL,41136,spn-A,43577,null,19543366,GenomeRNAi,0.5
lncRNA:sphinx,4379815,spn-A,43577,null,19543366,GenomeRNAi,0.5
Dgk,35738,spn-A,43577,null,19543366,GenomeRNAi,0.5
Nct,42964,spn-A,43577,null,19543366,GenomeRNAi,0.5
Brca2,37916,spn-A,43577,null,19543366,GenomeRNAi,0.5
Brca2,37916,RAD51,5888,null,22293751,BioGRID,null
Adk1,39396,spn-A,43577,null,19543366,GenomeRNAi,0.5
alc,35931,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpS20,42464,spn-A,43577,null,19543366,GenomeRNAi,0.75
RpS20,42464,Dref,34328,null,14605208,BioGRID,null
cora,37205,spn-A,43577,null,19543366,GenomeRNAi,0.5
Ald2,43189,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG42674,40205,spn-A,43577,null,19543366,GenomeRNAi,0.5
Nipped-A,35483,spn-A,43577,null,19543366,GenomeRNAi,0.75
Hs3st-A,37161,spn-A,43577,null,19543366,GenomeRNAi,0.5
InR,42549,spn-A,43577,null,19543366,GenomeRNAi,0.5
chinmo,33343,spn-A,43577,null,19543366,GenomeRNAi,0.5
spel1,34842,spn-A,43577,null,19543366,GenomeRNAi,0.5
ATPsyndelta,31950,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG9272,35365,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG6420,43218,spn-A,43577,null,19543366,GenomeRNAi,0.5
E5,45396,spn-A,43577,null,19543366,GenomeRNAi,0.5
Jon99Fi,43622,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG5645,39382,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpA-70,40972,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG12496,31226,spn-A,43577,null,19543366,GenomeRNAi,0.5
Naa30A,31079,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG33177,32438,spn-A,43577,null,19543366,GenomeRNAi,0.5
bip2,43793,spn-A,43577,null,19543366,GenomeRNAi,0.5
Atf3,43867,spn-A,43577,null,19543366,GenomeRNAi,0.5
mfrn,43353,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG13300,38730,spn-A,43577,null,19543366,GenomeRNAi,0.5
cact,34969,spn-A,43577,null,19543366,GenomeRNAi,0.5
MED28,43079,spn-A,43577,null,19543366,GenomeRNAi,0.75
maf-S,37336,spn-A,43577,null,19543366,GenomeRNAi,0.75
pAbp,37070,spn-A,43577,null,19543366,GenomeRNAi,0.5
enok,37859,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG43689,31353,spn-A,43577,null,19543366,GenomeRNAi,0.5
Tsc1,42862,Mipp2,31544,null,26350902,BioGrid,0.4
Tsc1,42862,Pitslre,40292,null,26350902,BioGrid,0.4
Tsc1,42862,CycT,39961,null,26350902,BioGrid,0.4
Tsc1,42862,CycD,32551,null,26350902,BioGrid,0.4
Tsc1,42862,Pomp,35342,null,26350902,BioGrid,0.4
Tsc1,42862,mRNA-cap,32379,null,26350902,BioGrid,0.4
Tsc1,42862,AMPKalpha,43904,null,26350902,BioGrid,0.4
CG42784,326165,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG7745,36210,spn-A,43577,null,19543366,GenomeRNAi,0.5
hyx,41086,Tor,47396,null,22297294,BioGrid,0.4
Gss2,318053,spn-A,43577,null,19543366,GenomeRNAi,0.5
Prosbeta5R2,318924,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG31038,43535,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG42684,32754,spn-A,43577,null,19543366,GenomeRNAi,0.5
mus201,3772069,spn-A,43577,null,19543366,GenomeRNAi,0.75
geminin,35563,spn-A,43577,null,19543366,GenomeRNAi,0.75
CG1218,40718,ato,40975,null,19165344,GenomeRNAi,0.5
Sam-S,48552,spn-A,43577,null,19543366,GenomeRNAi,0.5
Adk2,37834,spn-A,43577,null,19543366,GenomeRNAi,0.5
Eip93F,44936,spn-A,43577,null,19543366,GenomeRNAi,0.5
GstO1,38975,spn-A,43577,null,19543366,GenomeRNAi,0.5
VhaM9.7-b,40389,VhaAC45,35944,null,22036573,BioGRID,null
GstE5,37110,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG9997,43395,spn-A,43577,null,19543366,GenomeRNAi,0.5
