gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,SL.cellline,SL.pubmed_id,SL.source,SL.statistic_score
VMA21,852997,YCK3,856860,null,21196517,BioGrid,0.25
ALG3,10195,HRAS,3265,null,19490893,GenomeRNAi,0.485
ALG3,10195,KRAS,3845,null,19490893,GenomeRNAi,0.485
ALG3,10195,NRAS,4893,null,19490893,GenomeRNAi,0.485
MISP,126353,EPCAM,4072,null,25171417,computer analysis,0.3
PCDHA6,56142,PTGIR,5739,null,25171417,computer analysis,0.3
PCDHA6,56142,PCDHA9,9752,null,25171417,Daisy,0.2
PCDHA6,56142,HIPK4,147746,null,25171417,computer analysis,0.3
PCDHA6,56142,PCDHA8,56140,null,25171417,Daisy,0.2
ASK1,853814,BCY1,854778,null,15632076,BioGrid,0.4
ASK1,853814,SPC105,852787,null,14565975,BioGrid,0.4
ASK1,853814,DUO1,852819,null,11799062,BioGrid,0.4
ASK1,853814,NDC80,854662,null,14565975,BioGrid,0.4
ASK1,853814,CIK1,855238,null,22319456,BioGrid,0.4
ASK1,853814,DAM1,853010,null,11799062,BioGrid,0.4
CHCHD2,51142,PSMA2,5683,null,25171417,Daisy,0.2
CHCHD2,51142,RPA3,6119,null,25171417,Daisy,0.2
RCC1,1104,PPAN,56342,null,25171417,computer analysis,0.3
RCC1,1104,PHF5A,84844,null,25171417,computer analysis,0.3
DUS3L,56931,HNRNPM,4670,null,25171417,Daisy,0.2
DUS3L,56931,BYSL,705,null,25171417,computer analysis,0.3
DUS3L,56931,RNF126,55658,null,25171417,Daisy,0.2
PMC1,852878,GDT1,852485,null,29042410,BioGrid,0.4
PMC1,852878,PMC1,852878,null,25017437,BioGrid,0.4
PMC1,852878,VCX1,851429,null,29042410,BioGrid,0.4
PMC1,852878,VPH1,854444,null,29042410,BioGrid,0.4
RLN2,6019,PTEN,5728,null,26427375,computer analysis,0.3
DLD,1738,MRPS28,28957,null,25171417,Daisy,0.16399999999999998
DLD,1738,LUC7L2,51631,null,25171417,Daisy,0.2
DLD,1738,PRMT1,3276,null,29959327,ISLE,0.3
DLD,1738,MRPS35,60488,null,25171417,computer analysis,0.3
DLD,1738,EIF3I,8668,null,29959327,ISLE,0.3
DLD,1738,IARS2,55699,null,25171417,computer analysis,0.3
DLD,1738,PRELID3B,51012,null,25171417,Daisy,0.2
TMLHE,55217,LAMTOR2,28956,null,29959327,ISLE,0.3
MICAL3,57553,NRAS,4893,null,19490893,GenomeRNAi,0.458
CIDEB,27141,NAE1,8883,null,23100467,GenomeRNAi,0.611
MYOM2,9172,PTEN,5728,null,26427375,computer analysis,0.3
CDC48,851431,MRC1,850297,null,26255844,BioGrid,0.4
CDC48,851431,CTF4,856254,null,26255844,BioGrid,0.4
CDC48,851431,VMS1,851618,null,21148305,BioGrid,0.4
CDC48,851431,UBX4,855089,null,24225956,BioGrid,0.4
CDC48,851431,RSP5,856862,null,11733065,BioGrid,0.4
CDC48,851431,LGE1,856052,null,25183520,BioGrid,0.4
CDC48,851431,UBP3,856895,null,20508643,BioGrid,0.4
CDC48,851431,TDP1,852525,null,24998930,BioGrid,0.4
CDC48,851431,EPS1,854812,null,12881414,BioGrid,0.4
CDC48,851431,CDC34,851624,null,14557244,BioGrid,0.4
CDC48,851431,GLC7,856870,null,20483956,BioGrid,0.4
IGFBP5,3488,RALY,22913,null,29959327,ISLE,0.3
FAM135B,51059,TP53,7157,null,26427375,computer analysis,0.3
STAT3,6774,TP53,7157,null,23728082,computer analysis,0.3
DLG4,1742,NRAS,4893,null,19490893,GenomeRNAi,0.452
DLG4,1742,IGF2BP3,10643,null,29959327,ISLE,0.3
DLG4,1742,EIF2AK1,27102,null,29959327,ISLE,0.3
DLG4,1742,HRAS,3265,null,19490893,GenomeRNAi,0.452
DLG4,1742,KRAS,3845,null,19490893,GenomeRNAi,0.452
RGA1,854294,PBS2,853313,null,7498791,BioGrid,0.4
YWHAE,7531,KLHL12,59349,null,25171417,computer analysis,0.3
HOS3,855987,INA17,856005,null,18676811,BioGrid,0.45
HOS3,855987,LEA1,855888,null,21245291,BioGrid,0.4
HOS3,855987,LTE1,851209,null,18676811,BioGrid,0.45
HOS3,855987,BEM3,855988,null,18676811,BioGrid,0.45
HOS3,855987,ELP4,856002,null,18676811,BioGrid,0.45
HOS3,855987,ETR1,852314,null,18676811,BioGrid,0.45
HOS3,855987,PEX25,855991,null,18676811,BioGrid,0.45
HOS3,855987,MSL1,854826,null,21245291,BioGrid,0.4
HOS3,855987,AAT2,850714,null,18676811,BioGrid,0.45
HOS3,855987,ISU1,855968,null,18676811,BioGrid,0.45
HOS3,855987,RSC1,852947,null,18676811,BioGrid,0.45
HOS3,855987,PML39,854864,null,18676811,BioGrid,0.45
HOS3,855987,BDF1,851115,null,18676811,BioGrid,0.45
FOXD3,27022,LIPH,200879,null,29959327,ISLE,0.3
RTEL1,51750,BRCA1,672,null,26427375,computer analysis,0.3
RTEL1,51750,KRAS,3845,null,19490893,Text Mining,0.6
RTEL1,51750,TNFRSF6B,8771,null,25171417,Daisy,0.2
HYAL1,3373,TFAP2A,7020,null,29959327,ISLE,0.3
CASP5,838,NAE1,8883,null,23100467,GenomeRNAi,0.5
CASP5,838,SLC5A6,8884,null,29959327,ISLE,0.3
CXCL16,58191,RAB25,57111,null,25171417,computer analysis,0.3
CXCL16,58191,HRAS,3265,null,19490893,GenomeRNAi,0.452
CXCL16,58191,KRAS,3845,null,19490893,Text Mining,0.6
CXCL16,58191,NRAS,4893,null,19490893,GenomeRNAi,0.452
PLEKHM1,9842,PTGS1,5742,null,20609354,GenomeRNAi,0.506
PLEKHM1,9842,RET,5979,null,20609354,GenomeRNAi,0.506
PLEKHM1,9842,SLC22A1,6580,null,20609354,GenomeRNAi,0.506
PLEKHM1,9842,SLC22A2,6582,null,20609354,GenomeRNAi,0.506
CCDC12,151903,SS18L2,51188,null,25171417,Daisy,0.2
CCDC12,151903,ZNF445,353274,null,25171417,Daisy,0.2
CCDC12,151903,MRPS25,64432,null,25171417,Daisy,0.2
CCDC12,151903,MLH1,4292,null,25171417,Daisy,0.2
DHX8,1659,KRAS,3845,null,19490893,Synlethality,0.855
UBC,7316,KRAS,3845,null,22613949,Text Mining,0.6
XIRP1,165904,PTEN,5728,null,26427375,computer analysis,0.3
COMMD8,54951,SOAT1,6646,null,25171417,computer analysis,0.3
COMMD8,54951,MMADHC,27249,null,25171417,computer analysis,0.3
FAM76B,143684,HINFP,25988,null,25171417,Daisy,0.2
FAM76B,143684,HRAS,3265,null,19490893,GenomeRNAi,0.515
FAM76B,143684,KRAS,3845,null,19490893,GenomeRNAi,0.515
FAM76B,143684,NRAS,4893,null,19490893,GenomeRNAi,0.515
PAT1,850440,DHH1,851394,null,24830408,BioGrid,0.4
PAT1,850440,DED1,854379,null,18162578,BioGrid,0.4
PAT1,850440,STM1,850843,null,19015546,BioGrid,0.4
PAT1,850440,SCD6,856247,null,24830408,BioGrid,0.4
PAT1,850440,EDC3,856700,null,24830408,BioGrid,0.4
PAT1,850440,RAS2,855625,null,21925385,BioGrid,0.4
RREB1,6239,KRAS,3845,null,19490893,Text Mining,0.6
GABARAPL2,11345,NAE1,8883,null,23100467,GenomeRNAi,0.611
CHTOP,26097,FOXO3,2309,null,29959327,ISLE,0.3
CHTOP,26097,P3H2,55214,null,29959327,ISLE,0.3
CFAP410,755,DIP2A,23181,null,25171417,Daisy,0.2
PTP4A2,8073,MYC,4609,null,22623531,Text Mining,0.4
OSR2,116039,TP53,7157,null,26427375,computer analysis,0.3
MEC1,852433,RAD53,855950,null,11432841,BioGrid,0.4
MEC1,852433,HHF2,855701,null,23775118,BioGrid,0.4
MEC1,852433,ARP6,850774,null,16487579,BioGrid,0.25
MEC1,852433,RAD18,850430,null,21586645,BioGrid,0.4
MEC1,852433,SWC5,852532,null,16487579,BioGrid,0.25
MEC1,852433,IES2,855506,null,26798134,BioGrid,0.4
MEC1,852433,MCM4,856130,null,21242538,BioGrid,0.4
MEC1,852433,TEL2,852991,null,18334620,BioGrid,0.4
MEC1,852433,RAD50,855471,null,16487579,BioGrid,0.25
MEC1,852433,RAD10,854878,null,15687264,BioGrid,0.4
MEC1,852433,CHD1,856911,null,18245327,BioGrid,0.4
MEC1,852433,CLB6,853003,null,23045388,BioGrid,0.4
MEC1,852433,TOF1,855448,null,21930788,BioGrid,0.4
MEC1,852433,RAD5,850719,null,21586645,BioGrid,0.4
MEC1,852433,RTF1,852607,null,26798134,BioGrid,0.4
MEC1,852433,YAP1,855005,null,16487579,BioGrid,0.25
MEC1,852433,SGV1,856290,null,21075850,BioGrid,0.4
MEC1,852433,BRE1,851485,null,25275495,BioGrid,0.4
MEC1,852433,CDC7,851545,null,23045388,BioGrid,0.4
MEC1,852433,RAD27,853747,null,16487579,BioGrid,0.25
MEC1,852433,RAD52,854976,null,18677117,BioGrid,0.4
MEC1,852433,HHF1,852294,null,15808514,BioGrid,0.4
MEC1,852433,CHK1,852577,null,18677117,BioGrid,0.4
MEC1,852433,LEO1,854290,null,26798134,BioGrid,0.4
MEC1,852433,RPN4,851542,null,20376190,BioGrid,0.4
MEC1,852433,HTZ1,854150,null,21127252,BioGrid,0.4
MEC1,852433,RNR4,853091,null,9315670,BioGrid,0.4
MEC1,852433,MRC1,850297,null,29371596,BioGrid,0.4
MEC1,852433,RPN3,856742,null,23934994,BioGrid,0.4
MEC1,852433,TEL1,852190,null,30538107,BioGrid,0.4
MEC1,852433,RAD14,855241,null,21586645,BioGrid,0.4
MEC1,852433,SET2,853271,null,18245327,BioGrid,0.4
MEC1,852433,MRE11,855264,null,16287875,Text Mining,0.25
MEC1,852433,SML1,854945,null,20188666,BioGrid,0.4
MEC1,852433,TSA1,854980,null,16487579,BioGrid,0.25
MEC1,852433,ARP8,854309,null,16487579,BioGrid,0.25
MEC1,852433,SGS1,855228,null,29301856,BioGrid,0.4
MEC1,852433,CTF4,856254,null,21930788,BioGrid,0.4
MEC1,852433,RAD9,851803,null,29301856,BioGrid,0.4
MEC1,852433,ELG1,854315,null,16487579,BioGrid,0.25
MEC1,852433,SLX4,850826,null,15975089,Text Mining,0.25
MEC1,852433,CLB5,856237,null,23045388,BioGrid,0.4
MEC1,852433,CSM3,855067,null,16487579,BioGrid,0.25
MEC1,852433,MUS81,851994,null,16487579,BioGrid,0.25
MEC1,852433,POL32,853500,null,16487579,BioGrid,0.25
MEC1,852433,CDC73,851136,null,26798134,BioGrid,0.4
MEC1,852433,RAD1,856085,null,15687264,BioGrid,0.4
LAMC1,3915,NOTCH2,4853,null,25171417,Daisy,0.2
SUPT20H,55578,WBP4,11193,null,25171417,Daisy,0.2
SUPT20H,55578,PAN3,255967,null,25171417,Daisy,0.2
SUPT20H,55578,MRPS31,10240,null,25171417,Daisy,0.2
CTSB,1508,KRAS,3845,null,19490893,GenomeRNAi,0.452
CTSB,1508,CYP2D6,1565,null,20609354,GenomeRNAi,0.506
CTSB,1508,HRAS,3265,null,19490893,GenomeRNAi,0.452
CTSB,1508,CYP2C9,1559,null,20609354,GenomeRNAi,0.506
CTSB,1508,CYP3A4,1576,null,20609354,GenomeRNAi,0.506
CTSB,1508,PTGS1,5742,null,20609354,GenomeRNAi,0.506
CTSB,1508,KIT,3815,null,20609354,GenomeRNAi,0.506
CTSB,1508,PDGFRB,5159,null,20609354,GenomeRNAi,0.506
CTSB,1508,SLC22A2,6582,null,20609354,GenomeRNAi,0.506
CTSB,1508,CAV1,857,null,25171417,computer analysis,0.3
CTSB,1508,CYP1A2,1544,null,20609354,GenomeRNAi,0.506
CTSB,1508,S100A11,6282,null,25171417,computer analysis,0.3
CTSB,1508,CYP2C19,1557,null,20609354,GenomeRNAi,0.506
CTSB,1508,IGFBP6,3489,null,25171417,computer analysis,0.3
CTSB,1508,DDR1,780,null,20609354,GenomeRNAi,0.506
CTSB,1508,LMNA,4000,null,25171417,computer analysis,0.3
CTSB,1508,CYP3A7,1551,null,20609354,GenomeRNAi,0.506
CTSB,1508,PDGFRA,5156,null,20609354,GenomeRNAi,0.506
CTSB,1508,ORM1,5004,null,20609354,GenomeRNAi,0.506
CTSB,1508,CYP3A5,1577,null,20609354,GenomeRNAi,0.506
CTSB,1508,SERPINH1,871,null,25171417,computer analysis,0.3
CTSB,1508,SLC22A1,6580,null,20609354,GenomeRNAi,0.506
CTSB,1508,NRAS,4893,null,19490893,GenomeRNAi,0.452
CTSB,1508,NTRK1,4914,null,20609354,GenomeRNAi,0.506
CTSB,1508,RET,5979,null,20609354,GenomeRNAi,0.506
CTSB,1508,PTPN14,5784,null,25171417,computer analysis,0.3
RPS19A,854028,RPS19B,855414,null,22377630,BioGrid,0.4
TPM2,7169,TSPAN13,27075,null,29959327,ISLE,0.3
COL24A1,255631,KRAS,3845,null,19490893,GenomeRNAi,0.449
COL24A1,255631,NRAS,4893,null,19490893,GenomeRNAi,0.449
COL24A1,255631,HRAS,3265,null,19490893,GenomeRNAi,0.449
YTA7,853186,HIR1,852275,null,18493054,BioGrid,0.4
YTA7,853186,SPT21,855217,null,25228766,BioGrid,0.4
YTA7,853186,HIR2,854203,null,18493054,BioGrid,0.4
YTA7,853186,CKB2,854204,null,22156209,BioGrid,0.4
YTA7,853186,ASF1,853327,null,19581291,BioGrid,0.4
YTA7,853186,CLB5,856237,null,22156209,BioGrid,0.4
YTA7,853186,CLN2,855819,null,22156209,BioGrid,0.4
YTA7,853186,SPT16,852665,null,19581291,BioGrid,0.4
YTA7,853186,TGL4,853964,null,20379744,BioGrid,0.4
YTA7,853186,CKB1,852865,null,22156209,BioGrid,0.4
YTA7,853186,CLB6,853003,null,22156209,BioGrid,0.4
YTA7,853186,CLN1,855239,null,22156209,BioGrid,0.4
GSC,145258,PHF5A,84844,null,23651857,Text Mining,0.1775
GSC,145258,MYC,4609,null,23651857,Text Mining,0.1775
GSC,145258,LSM2,57819,null,23651857,Text Mining,0.1775
OSH3,856472,KES1,855958,null,11238399,BioGrid,0.4
CHMP2B,25978,NRAS,4893,null,19490893,GenomeRNAi,0.485
CHMP2B,25978,KRAS,3845,null,19490893,GenomeRNAi,0.485
CHMP2B,25978,HRAS,3265,null,19490893,GenomeRNAi,0.485
CEP57L1,285753,SLCO4A1,28231,null,29959327,ISLE,0.3
RVB1,851771,KRE28,852145,null,18268103,BioGrid,0.25
RVB1,851771,BTS1,856036,null,18268103,BioGrid,0.25
RVB1,851771,DBP7,853894,null,18268103,BioGrid,0.45
RVB1,851771,NOP58,854487,null,18268103,BioGrid,0.45
RVB1,851771,SAC1,853668,null,18268103,BioGrid,0.25
RVB1,851771,CDC73,851136,null,18268103,BioGrid,0.25
RVB1,851771,VPS53,853423,null,18268103,BioGrid,0.25
RVB1,851771,PIH1,856429,null,18268103,BioGrid,0.45
RVB1,851771,SLX5,851549,null,18268103,BioGrid,0.25
RVB1,851771,TGS1,855946,null,18268103,BioGrid,0.45
RVB1,851771,RCY1,853226,null,18268103,BioGrid,0.25
RVB1,851771,RTT103,851884,null,18268103,BioGrid,0.45
RVB1,851771,CTK1,853718,null,18268103,BioGrid,0.45
FAM126A,84668,SLC3A2,6520,null,29959327,ISLE,0.3
TIF4631,853071,SGN1,854817,null,10764794,BioGrid,0.4
TIF4631,853071,CDC33,854026,null,9144215,BioGrid,0.4
TIF4631,853071,TIF4632,852833,null,21139564,BioGrid,0.4
TIF4631,853071,TIF1,853933,null,9144215,BioGrid,0.4
TIF4631,853071,DED1,854379,null,9144215,BioGrid,0.4
SLCO1B3,28234,SMO,6608,null,17000754,GenomeRNAi,0.5
SLCO1B3,28234,XRCC6,2547,null,17000754,GenomeRNAi,0.5
SLCO1B3,28234,SOD2,6648,null,17000754,GenomeRNAi,0.5
SLCO1B3,28234,TAP2,6891,null,17000754,GenomeRNAi,0.5
HECTD1,25831,STRN3,29966,null,25171417,Daisy,0.2
MLKL,197259,NRAS,4893,null,19490893,GenomeRNAi,0.485
GLO3,856859,EMP24,852675,null,18283113,BioGrid,0.4
GLO3,856859,CDC50,850456,null,17062999,BioGrid,0.4
GLO3,856859,SEC21,855429,null,9927415,BioGrid,0.4
GLO3,856859,GCS1,851372,null,19602196,BioGrid,0.4
GLO3,856859,BOS1,850767,null,9927415,BioGrid,0.4
GLO3,856859,ERV25,854997,null,18283113,BioGrid,0.4
BRD7,29117,RFWD3,55159,null,25171417,Daisy,0.2
SLMAP,7871,PTAR1,375743,null,26472760,Text Mining,0.6
PLCG2,5336,LCK,3932,null,26637171,Text Mining,0.4
PLCG2,5336,TMC8,147138,null,25171417,computer analysis,0.3
PLCG2,5336,EPHA2,1969,null,26637171,Text Mining,0.4
PLCG2,5336,ABL1,25,null,26637171,Text Mining,0.4
PLCG2,5336,STAT5B,6777,null,26637171,Text Mining,0.4
PLCG2,5336,YES1,7525,null,26637171,Text Mining,0.4
PLCG2,5336,KIT,3815,null,26637171,Text Mining,0.4
PLCG2,5336,FYN,2534,null,26637171,Text Mining,0.4
PLCG2,5336,ABL2,27,null,26637171,Text Mining,0.4
TPI1,851620,NDE1,855176,null,12039737,BioGrid,0.4
TPI1,851620,GUT2,854651,null,12039737,BioGrid,0.4
TPI1,851620,NDE2,851474,null,12039737,BioGrid,0.4
TIMM9,26520,TUBGCP3,10426,null,31300006,CRISPR/CRISPRi,0.12
TIMM9,26520,TTC4,7268,null,31300006,CRISPR/CRISPRi,0.08
CLC,1178,MYC,4609,null,22157079,GenomeRNAi,0.5479999999999999
SYT7,9066,TPK1,27010,null,29959327,ISLE,0.3
DBF2,852984,DBF20,856227,null,20442249,BioGrid,0.4
DBF2,852984,DYN1,853928,null,22385961,BioGrid,0.4
DBF2,852984,CDC14,850585,null,18927509,BioGrid,0.4
DBF2,852984,TEM1,854938,null,9763445,BioGrid,0.4
ROCK1,6093,SLC5A6,8884,null,29959327,ISLE,0.3
mei-9,31373,spn-A,43577,null,19543366,GenomeRNAi,0.5
UBA4,856511,IKI3,851100,null,19145231,BioGrid,0.4
UBA4,856511,SLG1,854170,null,19145231,BioGrid,0.4
UBA4,856511,PHO23,855626,null,19145231,BioGrid,0.4
UBA4,856511,CAF40,855428,null,19145231,BioGrid,0.4
UBA4,856511,ELP2,853114,null,19145231,BioGrid,0.4
UBA4,856511,CDC73,851136,null,19145231,BioGrid,0.4
UBA4,856511,SCS7,855315,null,19145231,BioGrid,0.4
UBA4,856511,SIS2,853946,null,19145231,BioGrid,0.4
UBA4,856511,SIN3,854158,null,19145231,BioGrid,0.4
UBA4,856511,BRE1,851485,null,19145231,BioGrid,0.4
UBA4,856511,TEF2,852415,null,19145231,BioGrid,0.4
UBA4,856511,AIM4,852493,null,19145231,BioGrid,0.4
UBA4,856511,ELP4,856002,null,19145231,BioGrid,0.4
UBA4,856511,PUF6,852107,null,19145231,BioGrid,0.4
UBA4,856511,ELP6,855360,null,19145231,BioGrid,0.4
UBA4,856511,URE2,855492,null,19145231,BioGrid,0.4
UBA4,856511,TPM1,855645,null,19145231,BioGrid,0.4
UBA4,856511,DEP1,851220,null,19145231,BioGrid,0.4
UBA4,856511,PHO80,854161,null,19145231,BioGrid,0.4
NOP58,854487,NOP1,851548,null,9372940,BioGrid,0.4
NBEAL2,23218,MLLT6,4302,null,25171417,computer analysis,0.3
NBEAL2,23218,PPP2R5A,5525,null,25171417,computer analysis,0.3
NBEAL2,23218,GRK2,156,null,25171417,computer analysis,0.3
SDC1,852080,RPN4,851542,null,17389396,BioGrid,0.4
SDC1,852080,RPN6,851461,null,17389396,BioGrid,0.4
SDC1,852080,RPN10,856607,null,17389396,BioGrid,0.4
SDC1,852080,UBP6,850562,null,17389396,BioGrid,0.4
SDC1,852080,HHT1,852295,null,18676811,BioGrid,0.45
SDC1,852080,SSM4,854781,null,17389396,BioGrid,0.4
PEX1,5189,SLCO1B3,28234,null,17000754,GenomeRNAi,0.5
PEX1,5189,TUBB1,81027,null,17000754,GenomeRNAi,0.5
IL3,3562,SIGLEC8,27181,null,25171417,Daisy,0.2
ROT1,855240,SCJ1,855254,null,16567426,BioGrid,0.4
ROT1,855240,PRE2,856218,null,17606994,BioGrid,0.4
ROT1,855240,ROT2,852530,null,9545237,BioGrid,0.4
ROT1,855240,APC2,850818,null,17606994,BioGrid,0.4
ROT1,855240,CDC16,853846,null,17606994,BioGrid,0.4
ROT1,855240,LHS1,853789,null,16567426,BioGrid,0.4
ROT1,855240,OST3,854252,null,22492205,BioGrid,0.4
ROT1,855240,SLT2,856425,null,17606994,BioGrid,0.4
ROT1,855240,PRE1,856731,null,17606994,BioGrid,0.4
ROT1,855240,CNE1,851241,null,16567426,BioGrid,0.4
ROT1,855240,RHO1,856294,null,17606994,BioGrid,0.4
ROT1,855240,PKC1,852169,null,17606994,BioGrid,0.4
PDCD2L,84306,PNPT1,87178,null,25171417,Daisy,0.2
MMP8,4317,PAK5,57144,null,29959327,ISLE,0.3
IL22RA2,116379,KRAS,3845,null,19490893,Text Mining,0.6
IL22RA2,116379,NRAS,4893,null,19490893,GenomeRNAi,0.449
IL22RA2,116379,NAE1,8883,null,23100467,GenomeRNAi,0.575
RIM8,852837,VMA2,852424,null,29254995,BioGrid,0.4
SAP155,850601,CLN3,851191,null,8649382,BioGrid,0.4
SLC25A32,81034,TP53,7157,null,26427375,computer analysis,0.3
SLC25A32,81034,TFB2M,64216,null,25171417,computer analysis,0.3
ADSS2,159,IARS2,55699,null,25171417,Daisy,0.2
ADSS2,159,UCHL5,51377,null,25171417,Daisy,0.2
ADSS2,159,TOR1AIP1,26092,null,25171417,Daisy,0.2
Rpn10,40388,spn-A,43577,null,19543366,GenomeRNAi,0.5
DUSP6,1848,BRAF,673,null,28423600,textmining,0.2
DUSP6,1848,NAE1,8883,null,23100467,GenomeRNAi,0.629
SEY1,854336,RTN1,851819,null,22797914,BioGrid,0.4
SEY1,854336,TIP20,852732,null,25187651,BioGrid,0.4
SEY1,854336,NDC1,854977,null,26041935,BioGrid,0.4
SEY1,854336,SEC39,851161,null,25187651,BioGrid,0.4
SEY1,854336,PER33,850753,null,26041935,BioGrid,0.4
SEY1,854336,USE1,852780,null,24152736,BioGrid,0.4
SEY1,854336,NUP85,853499,null,26041935,BioGrid,0.4
SEY1,854336,SEC20,852109,null,24152736,BioGrid,0.4
SEY1,854336,NUP120,853808,null,26041935,BioGrid,0.4
SEY1,854336,NUP84,851441,null,26041935,BioGrid,0.4
SEY1,854336,MDM34,852654,null,22797914,BioGrid,0.4
SEY1,854336,NUP133,853957,null,26041935,BioGrid,0.4
SEY1,854336,DSL1,855463,null,25187651,BioGrid,0.4
ELC1,856061,RAD26,853492,null,16705154,BioGrid,0.4
ELC1,856061,RAD5,850719,null,16705154,BioGrid,0.4
ELC1,856061,RAD18,850430,null,16705154,BioGrid,0.4
ELC1,856061,RAD52,854976,null,16705154,BioGrid,0.4
ELP3,55140,PPP2R2A,5520,null,25171417,Daisy,0.2
ELP3,55140,TRIM35,23087,null,25171417,Daisy,0.2
RPA12,853526,GCN5,853167,null,11779853,BioGrid,0.4
RPA12,853526,RPA14,851734,null,18086878,BioGrid,0.4
CHST8,64377,NRAS,4893,null,19490893,GenomeRNAi,0.455
CHST8,64377,KRAS,3845,null,19490893,GenomeRNAi,0.455
CHST8,64377,HRAS,3265,null,19490893,GenomeRNAi,0.455
CYTH4,27128,TNFAIP8L2,79626,null,25171417,computer analysis,0.3
CYTH4,27128,ABI3,51225,null,25171417,computer analysis,0.3
DCLRE1B,64858,NAE1,8883,null,23100467,GenomeRNAi,0.611
DCLRE1B,64858,FETUB,26998,null,29959327,ISLE,0.3
DCLRE1B,64858,SLC6A4,6532,null,29959327,ISLE,0.3
OPTC,26254,PTEN,5728,null,26427375,computer analysis,0.3
POLR3K,51728,HNRNPA2B1,3181,null,25171417,computer analysis,0.3
POLR3K,51728,ZNF174,7727,null,25171417,Daisy,0.2
GstE8,37113,spn-A,43577,null,19543366,GenomeRNAi,0.5
SAS2,855157,ORC5,855460,null,18682530,BioGrid,0.4
SAS2,855157,SPT20,854017,null,18676811,BioGrid,0.45
SAS2,855157,SIR1,853976,null,18676811,BioGrid,0.45
SAS2,855157,ORC2,852352,null,18682530,BioGrid,0.4
SAS2,855157,RLF2,856129,null,11731480,BioGrid,0.4
SAS2,855157,RPD3,855386,null,21896656,BioGrid,0.4
SAS2,855157,EPL1,850520,null,18676811,BioGrid,0.45
SAS2,855157,HIR1,852275,null,11731480,BioGrid,0.4
SAS2,855157,SIR2,851520,null,11731480,BioGrid,0.4
SAS2,855157,ASF1,853327,null,11731479,BioGrid,0.4
SAS2,855157,ESA1,854418,null,18676811,BioGrid,0.45
SAS2,855157,SPT7,852373,null,18676811,BioGrid,0.45
SAS2,855157,EAF1,851962,null,18676811,BioGrid,0.45
QARS1,5859,WDR61,80349,null,31300006,CRISPR/CRISPRi,0.28
QARS1,5859,RTF1,23168,null,31300006,CRISPR/CRISPRi,0.01
QARS1,5859,TUBGCP3,10426,null,31300006,CRISPR/CRISPRi,0.22
QARS1,5859,KRAS,3845,null,19490893,Text Mining,0.6
NUDC,10726,WDR7,23335,null,31300006,CRISPR/CRISPRi,0.44
NUDC,10726,TUBGCP4,27229,null,31300006,CRISPR/CRISPRi,0.16
NUDC,10726,WDR61,80349,null,31300006,CRISPR/CRISPRi,0.18
NUDC,10726,RBM17,84991,null,31300006,CRISPR/CRISPRi,0.21
NUDC,10726,SCYL1,57410,null,31300006,CRISPR/CRISPRi,0.2
NUDC,10726,TTC4,7268,null,31300006,CRISPR/CRISPRi,0.09
NUDC,10726,RPL13,6137,null,31300006,CRISPR/CRISPRi,0.18
NUDC,10726,POLR2K,5440,null,31300006,CRISPR/CRISPRi,0.33
OR1N2,138882,SLPI,6590,null,29959327,ISLE,0.3
OR1N2,138882,S100A11,6282,null,29959327,ISLE,0.3
OR1N2,138882,UPP1,7378,null,29959327,ISLE,0.3
PRR11,55771,TNFRSF10C,8794,null,29959327,ISLE,0.3
DISP1,84976,MYC,4609,null,22157079,GenomeRNAi,0.5539999999999999
DOCK8,81704,FOXM1,2305,null,29959327,ISLE,0.3
PPP1R15A,23645,CEBPB,1051,null,25171417,computer analysis,0.3
ANKFY1,51479,MED17,9440,null,25171417,computer analysis,0.3
ANKFY1,51479,URI1,8725,null,25171417,computer analysis,0.3
ANKFY1,51479,LMBRD1,55788,null,25171417,computer analysis,0.3
ANKFY1,51479,MLLT10,8028,null,25171417,computer analysis,0.3
ANKFY1,51479,TFG,10342,null,25171417,computer analysis,0.3
ANKFY1,51479,RPS6KB1,6198,null,25171417,Daisy,0.2
ANKFY1,51479,SDHC,6391,null,25171417,computer analysis,0.3
ANKFY1,51479,ARF1,375,null,25171417,computer analysis,0.3
ANKFY1,51479,SDHB,6390,null,25171417,computer analysis,0.3
ANKFY1,51479,HSPA8,3312,null,25171417,computer analysis,0.3
GGA1,851960,CHC1,852666,null,11408593,BioGrid,0.4
GGA1,851960,SLT2,856425,null,26786099,BioGrid,0.4
GGA1,851960,GGA2,856508,null,26786099,BioGrid,0.4
eas,32585,pAbp,37070,null,15654097,BioGRID,null
eas,32585,spn-A,43577,null,19543366,GenomeRNAi,0.5
ABCC4,10257,MEN1,4221,null,25407795,Text Mining,0.4
ABCC4,10257,SDHB,6390,null,25407795,Text Mining,0.4
ABCC4,10257,LMO2,4005,null,25407795,Text Mining,0.4
ABCC4,10257,KMT2E,55904,null,25407795,Text Mining,0.4
ABCC4,10257,HERPUD1,9709,null,25407795,Text Mining,0.4
ABCC4,10257,EXT1,2131,null,25407795,Text Mining,0.4
ABCC4,10257,NF1,4763,null,25407795,Text Mining,0.4
ABCC4,10257,EZH2,2146,null,25407795,Text Mining,0.4
ABCC4,10257,BCL10,8915,null,25407795,Text Mining,0.4
ABCC4,10257,USP6,9098,null,25407795,Text Mining,0.4
